16,KN/BGR/2017/28/1010,KarnatakaBangalore Rural,Suspected Chikungunya,13,00,12-07-17,13-07-17,Under Surveillance,"Cases reported PHC/CHC Karahalli, DistrictRRT investigated the outbreak. House to house survey done. One blood sample tested at PHI Bangalore Chikungunya. After HI=10.66%, CI=1.64% cases treated symptomatically. Health education given.","from Village Messaganahalli, Taluk Devanahalli. found positive for Dengue & entomological survey, and BI=15.33%. All",28
17,KN/CKR/2017/28/1011,KarnatakaChikkaballapur,Food Poisoning,20,00,11-07-17,12-07-17,Under Control,"Cases reported Village Kandavara PHC/CHC UHC Chintamani, Taluk Chickaballapura. DistrictRRT investigated the outbreak. House to house survey done. No pathogen isolated BMC Referral lab and out of 2 water samples","from ANM Training center, in 2 stool samples tested at",28
18,KN/GDG/2017/28/1012,KarnatakaGadag,Food Poisoning,42,00,15-07-17,15-07-17,Under Control,"Cases reported from Village Antur Bentur. PHC/CHC Chinchali, Taluk Gadag. DistrictRRT investigated the outbreak. House to house survey done. All cases had consumed Upma in breakfast. No intestinal pathogen was isolated from 03 stool samples at KIMS, Hubli Referral lab.01 water sample tested in DSU was found to be non- potable. Health camp organized in the school and all cases treated symptomatically. Health education given.",,28
19,KN/HAS/2017/28/1013,KarnatakaHassan,Food Poisoning,21,00,11-07-17,12-07-17,Under Control,"Cases reported from Ballupete Govt School, Village Ballupete, PHC/CHC Taluk Sakaleshpura. DistrictRRT investigated the outbreak. House to house survey done All cases had consumed rice-sambhar. No enteropathogens isolated from Food samples and 01 water sample tested potable. Health camp organized in the school and all cases treated symptomatically. Health education given.",,28
20,KN/KOL/2017/28/1014,KarnatakaKolar,Diphtheria,13,01,06-07-17,13-07-17,Under Control,"Cases reported from Village Vatrakunte, PHC/CHC Kamasamudra, Taluk Bangarpet. DistrictRRT investigated the outbreak. House to house survey done.Age group of the affected cases were:",,28
21,MP/SHR/2017/28/1015,Madhya PradeshSehore,Dengue,49,00,12-07-17,13-07-17,Under Surveillance,"Cases reported from Village Bazaargaon, SC/PHC Silkheda/Ahmadpur, Block Shyampur. DistrictRRT investigated the outbreak. House to house survey done. Out of 19 blood samples tested at District Malaria office Bhopal, 3 found positive for Dengue. All cases treated symptomatically. Health education given.",,28
31,TN/TVM/2017/28/1025,Tamil NaduTiruvannmalai,Fever,51,00,13-07-17,14-07-17,Under Control,Cases reported from 2 villages of Chengam:,Block,28
32,TN/TRN/2017/28/1026,Tamil NaduTirunelveli,Dengue,37,00,15-07-17,15-07-17,Under Surveillance,"Cases reported from Village South Puliankulam, HSC Kadampoduvalvu, PHC Eruvadi, Block Kalakad. DistrictRRT investigated the outbreak. House to house survey done. 02 serum samples tested at IVCZ Hosur, found positive for Dengue. All education given.",cases treated symptomatically. Health,28
33,TN/VEL/2017/28/1027,Tamil NaduVellore,Acute Diarrheal Disease,13,00,06-07-17,11-07-17,Under Surveillance,"Cases Pannandakuppam, Block Natrampalli. DistrictRRT investigated the outbreak. House to house survey done.All cases treated symptomatically. Health education given.","reported from Village Jangalapuram, HSC/PHC Atthurkuppam,",28
34,TL/MUD/2017/28/1028,TelanganaMahabubabad,Acute Gastro Enteritis,09,00,13-07-17,14-07-17,Under Control,Cases Thorrur. DistrictRRT investigated the outbreak. House organized symptomatically. Health education given.,"reported from KGBV Hostel (Girls), to house survey done. Health camp in the school and all cases treated",28
35,TL/MUD/2017/28/1029,TelanganaMahabubabad,Acute Gastro Enteritis,44,00,08-07-17,09-07-17,Under Control,Cases Nellikuburu. outbreak. House to house survey done. Health camp organized in the school and all cases treated symptomatically. Health education given.,reported from KGBV Hostel (Girls) DistrictRRT investigated the,28
36,TL/WRG/2017/28/1030,TelanganaWarangal,Acute Gastro Enteritis,22,00,09-07-17,10-07-17,Under Control,"Cases reported from Gurukula Residential school for Girls, Dharma sagar. DistrictRRT investigated the outbreak. House to house survey done.All cases treated symptomatically. Health education given.",,28
37,UP/SMN/2017/28/1031,Uttar PradeshAmethi,Suspected Measles,24,01,14-07-17,17-07-17,Under Surveillance,"Cases reported from Village Nara, SC Adhanpur, PHC Musafirkhana, Block Musafir khana. DistrictRRT investigated the outbreak. House to house survey done. Out of 04 serum samples tested, 2 found negative for Measles and 02 nasal swab samples collected sent to SGPGI lab result awaited. All cases treated symptomatically. Health education given. Deceased was one year old male child.",,28
43,GJ/MRB/2017/28/1035,GujaratMorbi,Measles,05,00,19-06-17,Under Control,,"Cases reported from Village Sultapur Khakharechi Chikhali, PHC Maliya-Miyana. District RRT investigated the outbreak. House to house survey done. All 05 serum samples tested at B.J Medical Ahmedabad, found positive for Measles. All cases treated symptomatically. Health education given.",,28
44,MH/RGD/2017/28/1036,MaharashtraRaigad,Hepatitis A,32,00,25-05-17,Investigatio n close,,"Cases reported from Village Tempale, SC Lakhpale, PHC Goregaon, Block Mangaon. District RRT investigated the outbreak. House to house survey done. 2 water samples tested negative for Hep-A & Hep-E viral RNA and out of 39 blood samples tested, 3 were found positive for Hepatitis A at NIV Pune. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,28
45,MH/WAS/2017/28/1037,MaharashtraWashim,Acute Gastroenteritis,21,00,26-06-17,Under Surveillance,,"Cases reported from Village Wadgaon, SC Sohal, PHC Dhamni, Block Karanja. District RRT investigated the outbreak. House to house survey done. 1 water sample tested at District hospital PHL Wahsim found non potable. All cases treated symptomatically. Health education given.",,28
46,MN/CHR/2017/28/1038,ManipurChurchandrapur,Dengue,25,00,04-05-17,Under Surveillance,,"Cases reported from 5 Villages of Churachandpur. District RRT investigated the outbreak. House to house survey done. Out of 78 blood samples tested for Dengue, 25 found positive at JNIMS, Manipur by IgM ELISA. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,28
47,WB/BWN/2017/28/1039,West BengalBurdwan,Acute Diarrheal Disease,71,00,22-06-17,Under Control,,"Cases reported from St. Anne Covent school, Ward no 12, Burdwan Municipality. District RRT investigated the outbreak. House to house survey done. All cases had consumed khichdi containing rice, potato and Kalmi saag. 02 rectal swab samples tested at BMC&H tested negative for enteric pathogens and all 03 water samples found non potable at DDPHL lab. All cases treated symptomatically. Health education given.",,28
49,WB/HWR/2017/28/1040,West BengalHowrah,Food Poisoning,18,00,20-06-17,Under Control,,"Cases reported from Village Haji para, SC Argori, Block Sankrail. District RRT investigated the outbreak. House to house survey done. All cases had consumed fruits, Whey and fried food at a religious ceremony. 01 water and 01 mango samples collected sent to CCL, Kolkata result awaited. All cases treated symptomatically. Health education given.",,28
50,WB/NCP/2017/28/1041,West BengalNorth 24 Pargana,Acute Diarrheal Disease,193,00,04-07-17,Under Control,,"Cases reported from Village Banamalipur, Ward No-14,15 near ECO Hospital Banikantha Nagar, Mahisyapara, Bijoynagar under Barasat Municipality. District RRT investigated the outbreak. House to house survey done. All 04 stool samples tested negative for enteric pathogens and out of 04 water samples tested, 3 found non potable at NICED, Kolkata. All cases treated symptomatically. Health education given.",,28
6,GJ/NAR/2017/29/1047,GujaratNarmada,Food Poisoning,42,00,17-07-17,17-07-17,Under Control,"Cases reported from Village Jitnagar, SC Sundarpura, PHC Jesalpur, Taluk Nandod. District RRT investigated the outbreak. House to house survey done. 01 water sample collected sent to District lab; result awaited. Health camp organized and all cases treated symptomatically. Health education given.",,29
7,GJ/PAN/2017/29/1048,GujaratPanchmahal,Japanese Encephalitis,01,01,20-07-17,20-07-17,Under Surveillance,"Cases reported from Village Ghanchiwad, SC Natapur, Block Morva Hadaf. District RRT investigated the outbreak. House to house survey done. 01 serum samples collected sent to NIV Pune was positive for Japanese Encephalitis (IgM ELISA). Health camp organized and all cases treated symptomatically. Health education given.",,29
8,JK/BNP/2017/29/1049,Jammu & KashmirBandipora,Chickenpox,12,00,19-07-17,21-07-17,Under Control,"Cases reported from Village/SC Watapora, Block Bandipore. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",,29
9,JK/GBL/2017/29/1050,Jammu & KashmirGanderbal,Chickenpox,11,00,19-07-17,20-07-17,Under Control,symptomatically. Health education given.,Cases reported from Village Syedpora Hamchi Shuhama. District RRT investigated the outbreak. House to house survey done. All cases treated,29
10,JK/PWM/2017/29/1051,Jammu & KashmirPulwama,Suspected Mumps,10,00,17-07-17,19-07-17,Under Surveillance,"C.B Nath, Block education given.","Cases reported from Village Lassidaban, PHC Pulwama. District investigated the outbreak. House to house survey done. All cases treated symptomatically. HealthRRT",29
11,JK/BNP/2017/29/1052,Jammu & KashmirBandipora,Chickenpox,12,00,19-07-17,21-07-17,Under Control,Bandipore. District RRT,"Cases reported from Village/SC Watapora, Block investigated outbreak. House to house survey done. All cases treated symptomatically. Health education given.the",29
12,KN/GUL/2017/29/1053,KarnatakaKalaburagi,Dengue,24,00,19-07-17,20-07-17,Under Control,Cases reported negative for Malaria. All symptomatically. Source undertaken. Health education given.,"from Village Nay Mohalla, PHC/CHC Khanapur, Taluk Kalburagi. District RRT investigated the outbreak. House to house survey done. Out of 08 serum samples collected 6 serum samples were positive for Dengue (IgM ELISA).All the 12 smears samples collected were cases reductiontreated activities",29
32,MH/THN/2017/29/1074,MaharashtraThane,Malaria,26,01,11-02-17,Under Control,,Cases reported from Village MBMC=UHP Navghar. District RRT investigated the outbreak. House to house fever survey done. Blood samples collected were positive for Malaria (Pf). One death occurred in 16yr old female. All cases treated locally. Source reduction activities undertaken. Health education given.,,29
33,MH/THN/2017/29/1075,MaharashtraThane,Dengue,86,01,03-01-17,Under Control,,Cases reported from Village TMC-UHP Kisannagar. District RRT investigated the outbreak. House to house survey done. Serum samples collected were positive for Dengue Rapid NS1. One death occurred in 3yr old male child. All cases treated symptomatically. Source reduction activities undertake. Health education given.,,29
34,MH/THN/2017/29/1076,MaharashtraThane,Viral Fever?,21,00,12-06-17,Under Control,,"Cases reported from Village Bhiwandi, PHC Angaon, Block Shelar. District RRT investigated the outbreak. House to house survey done. All the 4 serum samples were negative for Dengue RDK NS1. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,29
35,WB/JLP/2017/29/1077,West BengalJalpaiguri,Malaria,533,00,23-05-17,Under Surveillance,,"Cases reported from several areas of Munshi line, 9, 12, 15 Line, Gudam Line, Kurukh Line of Atiabari Tea estate, SC Kalchini Block, Alipurduar. District RRT investigated the outbreak. House to house fever survey done. 533 samples tested positive for Malaria (P. falciparum) by RDT. All cases treated locally. Source reduction activities undertaken. Health education given.",,29
10,CT/MHN/2017/30/1084,ChhatisgarhMahasamund,Acute Diarrheal Disease,44,00,23-07-17,24-07-17,Under Control,"Cases reported from Village Kukradih, SC Bhoring, PHC Gadsewani, Block Mahasamund. District RRT investigated the outbreak. House to house survey done. 1stool sample collected and",,30
11,DN/DNH/2017/30/1085,Dadra & Nagar HaveliDadra & Nagar Haveli,Suspected Mumps,08,00,28-07-17,28-07-17,Under Control,"Cases reported Bhagatpada. District RRT investigated the outbreak. House to house survey collected sent to DPHL, Silvassa and NIV Pune; result awaited. All cases treated symptomatically. Health education given.","from Village/SC Umarkui, PHC Kilvani, Block Silvassa. done. All 05 serum samples",30
12,GJ/NAV/2017/30/1086,GujaratNavsari,Cholera,47,00,27-07-17,28-07-17,Under Surveillance,Cases done.,"reported Urban Vijalpore, Block Jalalpore. District RRTfrom Village Vijalpore, PHC",30
13,GJ/VSD/2017/30/1087,GujaratValsad,Acute Diarrheal Disease,13,00,26-07-17,27-07-17,Under Control,Cases,"reported Dharasana, investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.from Village/SC Dandi, PHC Block Valsad. District RRT",30
14,HR/GRG/2017/30/1088,HaryanaGurgaon,Cholera,40,00,25-07-17,25-07-17,Under Control,Cases House water,"reported Omnagar. District RRT investigated the outbreak. were observed in the community. Out of 5 stool samples collected and sent to NCDC 2 samples were positive for Cholera. Alternate source of supply symptomatically. Health education given.from Village Cartepuri, PHC to house survey done. Pipeline provided. All casesleakage treated",30
15,JH/WSI/2017/30/1089,JharkhandWest Singhbhum,Acute Diarrheal Disease,09,00,24-07-17,26-07-17,Under Control,"Cases reported from Village Bogosai Tola, CHC Kumardungi. District RRT investigated the outbreak. House to house survey done. Out of 02 stool samples collected sent to DPHL Chaibasa 1 stool sample was showed growth of Salmonella. All cases treated symptomatically. Health education given.",,30
16,JK/ANG/2017/30/1090,Jammu & KashmirAnantnag,Acute Diarrheal Disease,13,00,21-07-17,25-07-17,Under Control,"Cases reported from Village Brakpora, PHC Brapora, Block Achabal. District RRT investigated the outbreak. House to house survey done. 02 water samples collected result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given.",,30
17,JK/BML/2017/30/1091,Jammu & KashmirBaramulla,Chickenpox,15,00,24-07-17,30-07-17,Under Control,Cases,Pawriya,30
18,JK/KWR/2017/30/1092,Jammu & KashmirKupwara,Acute Diarrheal Disease,325,00,27-07-17,29-07-17,Under Surveillance,Cases,reported from Village Kupwara. Block Patipora Kandi Khas. District RRT investigated the outbreak. House to house survey done. All 02 stool samples collected sent laboratory Barzulla Srinagar; were negative for enteropathogens. All cases symptomatically. Health education given.to Public Health treated,30
19,JK/SHP/2017/30/1093,Jammu & KashmirShopian,Suspected Mumps,25,00,24-07-17,25-07-17,Under Control,Cases than,"reported from Village Ringwar Naserpora, SC Nasepora, CHC Keller, Block Keller. District RRT investigated the outbreak. House to house survey done. All cases were less 11yr of age. All cases symptomatically. Health education given.and treated",30
20,JK/SHP/2017/30/1094,Jammu & KashmirShopian,Suspected Mumps,11,00,27-07-17,28-07-17,Under Control,"Cases Tukroo, given.","reported from Village Tukroo, Block Shopian. District investigated the outbreak. House to house survey done. All cases were less than 10yr of age. All cases treated symptomatically. Health educationPHC RRT",30
21,KN/RNA/2017/30/1095,KarnatakaRamanagara,Chikungunya,34,00,20-07-17,22-07-17,Under Control,Cases sent,"reported PHC/CHC Kallanakuppe, Taluk Kanakapura. District RRT investigated the outbreak. House to house survey done. 02 blood samples collected to SSL Ramanagara were Chikungunya (IgM ELISA). symptomatically. Health education given.from Village positiveKathrinatha, for All cases treated",30
42,MN/CHR/2017/28/1038,ChurachandpurDengue,29 (confir med cases),01,04-05-17,Under Surveillance,"Cases reported from several districts namely Churuchandpur (20 cases), Imphal West (2 cases & 1 death), Imphal East (2",,,,30
12,JK/JMU/2017/31/1131,Jammu & KashmirJammu,Chickenpox,11,00,01-08-17,06-08-17,Under Surveillance,"Cases reported from Village SOS Balgram Orphanage, Clock Channi Himmat Jammu. District RRT investigated the outbreak. House to",,31
13,JK/JMU/2017/31/1132,Jammu & KashmirJammu,Acute Diarrheal Disease,12,00,04-08-17,06-08-17,Under Control,"Cases reported from Village High School Kathar, PHC Kathar, Block Chowra. District RRT investigated the outbreak. House to house survey done. 02 water Microbiology Dept, GMC Jammu; result awaited. All cases education given.",samples collected sent to treated symptomatically. Health,31
14,KN/CKR/2017/31/1133,KarnatakaChickaballapura,Chikungunya,62,00,27-07-17,03-08-17,Under Control,"Cases reported from Village Jathavarahosahalli, PHC/CHC Nayanahalli, Taluk Chickaballapura. District RRT investigated the outbreak. House to house survey done. 01 blood sample Sentinel Surveillance Lab, Kolar, found positive for Chikungunya. symptomatically. undertaken. Health education given.",tested at All cases treated Source reduction activities,31
15,KN/CHI/2017/31/1134,KarnatakaChitradurga,Dengue,23,00,03-08-17,03-08-17,Under Control,"Cases reported from Village Chenaiahanahatti, PHC/CHC Kysapura, Taluk Chitradurga. District RRT investigated the outbreak. House to house survey done. Out of 02 blood samples tested at District Public Health Lab, Chitradurga, 01 found positive for symptomatically. undertaken. Health education given.",Dengue. All cases treated Source reduction activities,31
16,KN/DHA/2017/31/1135,KarnatakaDharwad,Acute Diarrheal Disease,46,00,29-07-17,02-08-17,Under Surveillance,,"Cases reported from Village Ramanakoppa, SC Hosakatti, PHC/CHC Yaliwal, Taluk Kundgol.stool samples tested",31
26,WB/DKJ/2017/31/1147,West BengalDakshin Dinajpur,Acute Diarrheal Disease,72,00,29-07-17,30-07-17,Under Surveillance,"Cases reported from Village Fultala, GP Uttar Mirahati, Banshihari. District RRT investigated the outbreak. House to house survey done. 06 stool samples collected & send to NICED; result awaited. All cases treated symptomatically. Health education given.",,31
27,WB/JLP/2017/31/1148,West BengalJalpaigudi,Viral Hepatitis?,67,00,31-07-17,06-08-17,Under Surveillance,"Cases reported from Raninagar SC Sadar, Block Jalpaiguri. District RRT investigated the outbreak. House to house survey done. 44 blood samples collected; result awaited. All cases treated Chlorination done. Health education given.","Villages Matiapara, symptomatically.",31
29,AR/PPM/2017/31/1149,Arunachal PradeshPapumpare,Japanese Encephalitis,05,00,26-07-17,Under Control,,"Cases reported from various places of Itanagar under Papumpare district. District RRT investigated the outbreak. House to house survey done. Out of 5 CSF samples tested at NEIGRIHMS, Shillong, 3 serum samples were positive for JE. All cases treated symptomatically. Health education given.",,31
30,CT/BLS/2017/31/1150,ChhattisgarhBilaspur,Acute Diarrheal Disease,05,02,25-07-17,Under Control,,"Cases reported from Village Bahri Jhiriya Chhindwar, PHC Kenda, Block Kota. District RRT investigated the outbreak. House to house survey done. Cases consumed water from a common well. 1 stool sample tested at CIMS Bilaspur was negative for enteropathogens. All cases treated symptomatically. Health education given. Deceased were 2 males aged 55 years and 54 years.",,31
31,CT/GID/2017/31/1151,ChhattisgarhGariyaband,Food Poisoning,139,00,23-07-17,Under Control,,"Cases reported from Village Pathermohda, Block Gariaband. District RRT investigated the outbreak. House to house survey done. All cases had consumed roots of plant (Kandmool) during local festival. All 03 stool samples tested at Pt. Jawahar Lal Nehru Medical College, Raipur, found negative for enteric pathogen. Health camp organized and all cases treated symptomatically. Health education given.",,31
32,KN/BIJ/2017/31/1152,KarnatakaBijapur,Chikungunya,18,00,26-07-17,Under Control,,"Cases reported from Village Indi Town, PHC/CHC Chikbevanur, Taluk Chikbevanur. District RRT investigated the outbreak. House to house survey done. Out of 18 blood samples tested at SSL, Bijapur, 05 found positive for Chikungunya. All cases treated symptomatically. Health education given.",,31
40,WB/PRL/2017/31/1159,West BengalPurulia,Acute Diarrheal Disease,115,00,26-07-17,Under Surveillance,,"Cases reported from Village Bongabari, Block Purulia-II. District RRT investigated the outbreak. House to house survey done.2 rectal swab collected and sent to the BSMCH were negative for enteropathogens. Out of 8water sample collected and send to PHE,3 samples were not potable. All cases treated symptomatically. Health education given.",,31
6,JK/KLM/2017/32/1165,Jammu and KashmirKulgam,Food Poisoning,08,00,05-08-17,07-08-17,Under Surveillance,"Cases reported from Village Watigam, Block D H Pora. District RRT investigated the outbreak. House to house survey done. 02 water samples tested at IDSP Provisional lab Srinagar foundnon potable. All cases treated symptomatically. Health education given.",,32
7,JK/PWM/2017/32/1166,Jammu and KashmirPulwama,Acute Diarrheal Disease,31,00,05-08-17,07-08-17,Under Surveillance,"Cases reported from Village Ladhoo, SC Ladhoo, Block Pampore. District RRT investigated the outbreak. House to house survey done. Results for 03 stool samples sent for testimg are awaited and 02 water samples tested and found potableat PHL Barzulla Srinagar. All cases treated symptomatically. Health education given.",,32
8,JH/DEO/2017/32/1167,JharkhandDeoghar,Acute Diarrheal Disease,23,00,03-08-17,12-08-17,Under Control,"Cases reported from Village Sarwan, Kusmaha, Block Kharkunti. District",PHC RRT,32
9,JH/LOH/2017/32/1168,JharkhandLohardaga,Acute Diarrheal Disease,12,00,07-08-17,10-08-17,Under control,,"Cases reported from VillageDevdaria, Undag, SC Juhang, PHC Juhang, BlockKisko. DistrictRRT",32
10,MH/GAD/2017/32/1169,MaharashtraGadchiroli,Falciparum Malaria,04,01,04-08-17,10-08-17,Under control,house fever survey done. Out of 41 blood samples,"Cases reported from Village Chandona (Gondi), SC Shivni, PHC Deulgaon, Block Kurkheda. District RRT investigated the outbreak. House toSource",32
11,PB/LDH/2017/32/1170,PunjabLudhiana,Cholera,459,01,14-08-17,14-08-17,Under Control,"Cases reported from Ward no 1, Guru Har Rai Nagar, bye pass road Jalandhar Block Urban Ludhiana. District RRT investigated the outbreak. House to house survey done. Out of 04 stool samples tested at CMC Ludhiana, 02 showed growth of Vibrio Cholera. Out of 03 water samples tested, 01 found non potable. All cases treated symptomatically. Health education given.",,32
12,PB/MOG/2017/32/1171,PunjabMoga,Hepatitis E,08,00,10-08-17,10-08-17,Under Control,"Cases reported from Gali no 11, Lal Singh Road, Block Moga Urban. District RRT investigated the outbreak. House to house survey done. Out of 07 blood samples tested at CMC Ludhiana, 06 found positive for Hep- E. All 06 water samples tested were found non potable. All cases treated symptomatically. Health education given.",,32
13,RJ/BWR/2017/32/1172,RajasthanBanswara,Acute Diarrheal Disease,08,04,08-08-17,10-08-17,Under Surveillance,"Cases reported from Village/SC Malwasa, CHC Surwaniya, Block Talwara. District RRT investigated the outbreak. House to house survey done. Bacillus sp., E.coli & Pseudomonas sp. Grown on 2 stool samples. Out of 8 Food samples tested, oil and wheat flour found unsafe for human consumption. 1 Water sample tested potable at RNT Medical College Udaipur. All cases treated symptomatically. Deceased were 50, 30 and 25 year old females and 65 year old male",,32
14,TN/SIV/2017/32/1173,Tamil NaduSivaganga,Food Borne Illness,10,00,07-08-17,09-08-17,Under Control,"Cases reported from CISF Camp Site, HSC Amaravathi Pudur, PHC Kottaiyur, Block Sokkottai. All Patients are recovered. District RRT investigated the outbreak. House to house survey done. No enteric Pathogen isolated from 1 stool sample tested at DPHL Sivaganga. Health camp organized in the school and all cases treated symptomatically. Health education given.",,32
15,TN/TTK/2017/32/1174,Tamil NaduThoothukudi,Chikungunya,29,00,06-08-17,14-08-17,Under Control,"Cases reported from Village Killikulam, HSC Arampannai, PHC Vallanadu, Block Karunkulam. District RRT investigated the outbreak. House to house survey done. 02 serum samples tested at DPHL Thoothukudi found positive for Chikungunya by IGM ELISA. Fever camps Conducted. Anti-larval activity done throughout the college campus. All cases were above 14 years age group and treated symptomatically. Health education given.",,32
16,UP/GHP/2017/32/1175,Uttar PradeshGhazipur,Acute Diarrheal Disease,18,00,05-08-17,10-08-17,Under Control,"Cases reported from Village Uttampur, Rajapur, CHC/Block Mohamadabad. District RRT investigated the outbreak. House to house survey done.All cases education given.",SC treated symptomatically. Health,32
17,WB/BWN/2017/32/1176,West BengalBurdwan,Acute Diarrheal Disease,23,00,08-08-17,08-08-17,Under Surveillance,"Cases reported from Village Natukorapara, SC Natu, GP Raina I, Block Purba Bardhaman. District RRT investigated the outbreak. House to house survey done. 1stool sample tested at BMC&H found negative for enteric pathogen. All cases treated symptomatically. Health education given.",,32
18,WB/NDA/2017/32/1177,West BengalNadia,Food Poisoning,160,00,12-08-17,12-08-17,Under Surveillance,"Cases reported from Village Subarnabihar, SC Shimultala, GP Deypara Block Krishnanagar I. District RRT investigated the outbreak. Affected people were taken food like plain rice, vage dal, chana masala, nunpuri, beguni, chingrimalaikary, mutton, chatni, papar, icecreem & sweets in a social ceremony of a family. House to house survey done. Normal flora isolated in all 3 rectal swabat NRS MC. All cases treated symptomatically. Health education given.",,32
20,AS/DAR/2017/32/1178,AssamDarrang,Food Poisoning,49,00,18-07-17,Under Control,,"Cases reported from Village/PHC Byaspara, Block Sipajhar. District RRT investigated the outbreak. House to house survey done. All cases had consumed food at a social gathering. 01 water sample tested potable at GMCH Guwahati and results of 02 stool samples and Food samples awaited. Health camp organized and all cases treated education given.",,32
21,BH/VSH/2017/32/1179,BiharVaishali,Acute Diarrheal Disease,32,00,21-07-17,Under Control,,"Cases reported from Village Birpur, SC/PHC/Block Raghopur. District RRT investigated the outbreak. House to house survey done. All cases given.",treated symptomatically. Health education,32
27,JH/DHN/2017/32/1185,JharkhandDhanbad,Acute Diarrheal Disease,91,00,02-07-17,"Cases reported from Village-SC Kaliasol, PHC- Block Nirsa. Under District RRT investigated the outbreak. House to house survey Control done. All cases had consumed Jackfruit. All cases treated symptomatically. Health education given.",,,,32
28,JH/GML/2017/32/1186,JharkhandGumla,Anthrax,09,03,29-07-17,"Cases reported from Village Sikohi, SC Basdih, PHC Raidih, Block Raidih. District RRT investigated the outbreak. House to house survey done. Out of 06 wound swab and serum samples Under tested at Manipal laboratory, 1 found positive for Bacillus control anthracis, All cases treated symptomatically. Health education given. Deceased were three adult males aged, 35, 30 and 19 years old.",,,,32
29,MH/KOP/2017/32/118 7,MaharashtraKolhapur,Vivax Malaria,32,00,25-07-17,"Cases reported from 3 Villages-SC of PHC Vadange, Block Karveer. Details are as below Under Surveillance",,,,32
36,AR/AJW/2017/31/1121,Arunachal Pradesh,Measles,12,00,31-07-17,Under Surveillance,,"Cases reported from Village Anjaw.All 5 blood samples tested at GMCH, Assam, found positive for Measles IgM Elisa.",,32
34,AR/PPM/2017/33/1222Arunachal Pradesh,PapumpareAcute Diarrheal Disease,11201,03-08-17Under Control,"Cases reported from Village Sagalee, CHC Sagalee. District RRT investigated the outbreak. House to house survey done. All the 04 stool and 05 rectal swabs collected were negative for enteropathogens. One death occurred in 9yr old female child. Health camp organized and all cases treated symptomatically. Health education given.",,,,,,33
35,CH/CHD/2017/33/1223Chandigarh,ChandigarhDengue,33 (confi rmed cases)00,07-08-17Under Surveillance,"Cases reported from several urban areas (Sector 28, 8, 25, 38, 11, Manimajra etc). District RRT investigated the outbreak. House to house survey done. All 33 serum samples were tested at PGI, GMCH, GMCH were positive for Dengue (IgM ELISA). All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,,,,,33
36,KL/ALP/2017/33/1224Kerala,AlappuzhaChickenpox,1300,08-08-17Under Control,"Cases reported from Village Palamel CHC Chunakkara, PHC Palamel, Block Chunakkara. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",,,,,,33
37,PB/MUK/2017/33/1225Punjab,MuktsarChickenpox,0402,01-08-17Under Control,"Cases reported from Village Alamwala, Block Sham Khera. District RRT investigated the outbreak. House to house survey done. Death occurred in 6yr male and 7yr female child. All cases treated symptomatically. Health education given.",,,,,,33
40,WB/NCP/2017/32/1192,North 24 Parganas,Dengue,680,00,01-08-17,Under Surveillance,,"A total of 387 cases were reported during 32ndweek (weekending 13thAugust 2017). District RRT investigated the outbreak. House to house survey done. Out of 475 blood samples collected and sent to South Dum Dum Municipal Govt. Hospital (437), Zenith (4), Daffodil (4) & ILS Dumdum (30); 119 blood samples were positive for Dengue (IgM ELISA - 19, NS1 - 100). All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,33
41,WB/BRB/2017/31/1158,Birbhum,Dengue,383,00,23-07-17,Under Surveillance,,"A total of 340 cases were reported during 31ST week (weekending 6th August 2017). District RRT investigated the outbreak. House to house survey done. Out of 149 blood samples collected at Suri District Hospital, 73 serum samples were positive for Dengue by NS1 and 10 samples were positive for IgM ELISA. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,33
23,BH/JAH/2017/34/1243Bihar,JahanabadAcute Diarrheal Disease,1703,13-08-17Under Control,"Cases reported from two villages of SC/PHC Sikariya, Block Sadar. Details are as below: District RRT investigated the outbreak. House to house survey",,,,,,34
24,BH/JAM/2017/34/1244Bihar,JamuiFalciparum Malaria,0500,10-08-17Under Control,"Cases reported from Village Kashmir, SC/ PHC Purna Khaira, PHC/Block Khaira. District RRT investigated the outbreak. House to house fever survey done. Out of 49 blood samples tested, 05 were positive for Falciparum Malaria. All cases treated locally. Source reduction activities undertaken. Health education given.",,,,,,34
25,KN/TUM/2017/34/1245Karnataka,TumkurChikungunya,3400,24-07-17Under Surveillance,"Cases reported from Village Pujar Muddanhalli. PHC/CHC Baraguru, Taluk Sira. District RRT investigated the outbreak. House to house survey done. Out of 03 serum samples tested, 02 found positive for Chikungunya at DPHL, Tumakuru. All cases treated symptomatically. Health education given.",,,,,,34
