Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number
35,,7. West Bengal,Malda,xxxiii Acute Encephalitis syndrome,110 (cases upto 22/06/12),39 (deaths upto 22/06/1 2),01-06-12,,Under surveillance,"Cases reported from Blocks kaliachak-I, Kaliachak-II, Kaliachak-III, English Bazar, Old Malda and Habibpur, District Malda and adjoining Districts Dakshin Dinajpur and Murshidabad. State & District RRT investigated the outbreak. 7 CSF and serum samples collected by State team and tested at STM Kolkata which were non reactive for JE, Dengue & Chikungunya by IgM ELISA. Further 5 serum samples collected and sent to STM Kolkata; result awaited. All cases treated at Malda Medical College & Hospital, Malda. Age group affected is 1 to 10 years. Malda is a bordering District of Bihar. People are of low socio economic status with poor sanitation and malnourished. Mostly occupation is agricultural labourer. Sensitization meetings conducted with health workers at Block level. Regular surveillance and monitoring being done. Meetings organized with Animal Husbandry Department. Health education provided on sanitation and personal hygiene. Precautions from sun exposure, awareness regarding early hospitalization given.",25
39,2.,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,406 (cases upto 24/06/ 12),161 (deaths of cases reported upto 24/06/12),27-05- 12,,Under Surveillance,"341 cases and 147 deaths have been reported from Muzaffarpur and adjoining districts upto 17th June, 2012. From 18th to 24th June 2012, further 65 cases and 14 deaths occurred. These new cases and deaths were reported from Muzaffarpur, East Champaran, Sheohar, Sitamarhi and Vaishali districts. A Central Team assisted the State/District health authorities in investigating the outbreak.",25
8,AS/KOK/2020/35/418,Assam,Kokrajhar,Acute Encephalitis Syndrome,02,00,12-07-20,,Under Surveillance,"Cases reported from SC Thakurpur BPHC Gossaigaon Kachugaon, Patakata SD, Madhutala Joypur. District RRT investigated the outbreak. House to house survey conducted. Water stagnation observed in the affected area. Cases presented with fever, headache and altered sensorium. A total of 02 CSF samples were collected and sent to Civil hospital Chirang and DPHL, Bongaigaon both were found to be negative for Japanese Encephalitis by IgM ELISA. All cases treated. Health education given.",35
5,BH/MZP/2016/21/1191,Bihar,Muzaffarpu r,AES,05,01,21-05-16,30-05-16,Under Control,"Cases reported from several Blocks Paroo, kudhani & Boochan.. District RRT investigated the outbreak. House to house survey done. 5 serum samples collected and sent to SKMCH (Microbiologist Dept.) Muzaffarpur; result awaited. One death occurred in 2.5yr old female child. All cases treated symptomatically. Health education given.",21
40,AS/MAR/2016/24/1437,Assam,Marigaon,AES/JE,05,02,11-04-16,,Under Surveillance,"Cases reported from Village Mohmarapathar, Paschim Autalaban, Baramari, Borchapori, SC Tengaguri, Baralimari, Borchapori, BPHC/PHC, Laharighat. District RRT investigated the outbreak. House to house survey done. Out of 04 Serum samples tested, 01 was positive JE. All 105 PBS examined were found negative for MP. All cases treated symptomatically. Health education given.",24
41,AS/NGO/2016/24/1438,Assam,Nagaon,AES/JE,27,05,04-01-16,,Under Surveillance,"Cases reported from SC Rowman, Silongom, Udmari, Dhaniabheti, Longjap, Putamari, Kawonmar, BPHC/PHC Singimari, Buragohaithan, Dagaon, Dhing, Kathiatoli, Barapujia, Jakhalabandha, Samaguri. District RRT investigated the outbreak. House to house survey done. Out of 10 Serum samples tested at DPHL, Nagaon; 01 JE Positive, 08 JE Negative and 01 JE Equivocal. All cases treated symptomatically. Health education given.",24
42,AS/SBS/2016/25/1496,Assam,Sibasagar,AES-JE,37,10,13-04-16,,Under Surveillance,"Cases reported from Village Sukanpukhuri, Nazira, Bogidole, Bhojoni, Haluating, Suffry, Borhat, Block Demow, Geleky,",25
43,AS/TIN/2016/25/1497,Assam,Tinsukia,AES/JE,65,09,04-01-16,,Under Surveillance,"Cases reported from BPHC Hapjan, Kakopathar, Ketetong and Nasadiya. District RRT investigated the outbreak. House to house survey done. Out of 36 CSF Serum samples collected and sent to Dept. of Microbiology, AMCH, Dibrugarh. 02 Serum",25
32,MH/BNR/2016/28/1657,Maharasthra,Bhandara,AES,03,01,10-07-16,14-07-16,Under Control,"SC Amgaon, Blood serum samples andCases reported from Village Dodmazari, PHC Dhargaon, Block Bhandara. District RRT investigated the outbreak. House to house survey done. 03 tested at IGMC Nagpur; found negative for Malaria, JE CHPV. All cases treated symptomatically. Health education given. Deceased was 5 years old female child.",28
48,UP/LAK/2016/35/2112,Uttar  Pradesh,Lakhimpur  Kheri,AES,27,02,16-08-16,,Under  Surveillance,"Cases reported from different Villages, SCs & CHCs of the  district.  District  RRT  investigated  the  outbreak.  House  to  house  survey  done.  19  cases  positive  for  JE  and  6  cases  positive  for Dengue.  Health  camp organized in the school",35
23,1.,Assam,Sivasagar,AES (Japanese Encephalitis),51,15 *,04-06-09,,Under Surveillance,"Cases reported from Galakey, Demow, Sapekhati, Khelua and Morabazar BPHC with history of fever and unconsciousness or altered sensorium. 17 samples of serum and CSF tested positive for Japanese Encephalitis at Assam Medical College Hospital and RMRC, Dibrugarh. State programme officer of NVBDCP taking control of situation along with medical officer and paramedical staff. Active surveillance being done to find new cases. Bed nets distributed and health education given about personal prophylactic measures.",28
22,2.,Chhattisgarh,Bilaspur,xix. Acute Encephalitis Syndrome ?,*17,15,30-06-09,,Under Control,"All cases were children in the age-group of 2-12 years presenting with fever, vomiting and unconsciousness/altered sensorium/convulsion. Many of them were admitted in private hospitals and then referred to Chhattisgarh Institute of Medical Sciences, Bilaspur. They belonged to neighboring districts of Bilaspur, Durg and Janjgir. Central team assisted by state and district RRT members investigated the outbreak. Lab analysis of blood smears, serum and CSF samples tested negative for malaria, tuberculosis and typhoid. Out of 12 serum and CSF samples sent to National Centre for Disease Control (NCDC), Delhi, none tested positive for Japanese Encephalitis. Cause of death being investigated. No deaths have been reported after 15.07.09. Health education being given about personal prophylactic measures.",31
29,6.,Rajasthan,Udaipur,xxv. Acute Encephalitis Syndrome (JE) ?,39,16 *,01-07-09,,Under Surveillance,"Cases reported from Udaipur zone (21 cases/11 deaths from Udaipur district, 18 cases/ 5 deaths from Dungarpur, Chittor, Bhilwara, Rajsamand, and Pratapgarh districts). Outbreak investigated by Central team assisted by the state and district RRT members. Out of 9 serum samples tested at National Centre for Disease Control, Delhi, two found IgM positive for Japanese Encephalitis. Treatment given to all affected persons. IEC activities done.",31
26,3.,Rajasthan,Udaipur,Acute Encephalitis Syndrome,39,17 *,01-07-09,,Under Surveillance,"Cases reported from Dungarpur, Chittor, Bhilwara, Rajsamand and Pratapgarh areas with symptoms of fever and unconsciousness. Central team visited the affected area with teams from the State and District, and found breeding sites of Culex vishnoi at Goverdhan villas, Udaipur and village Isarmand, CHC Devgar, Rajasmand. Cases treated at Medical Collage, Udaipur. Out of 13 serum samples of cases tested at NICD, Delhi two samples tested positive for JE. Distribution of deaths: Udaipur (12), Chittorgarh (1), Pratapgarh (1), Rajsamand (2), Bhilwara (1). Treatment given to all affected persons. DDT spray and fogging done in affected area. IEC activities done.",33
21,3.,Uttar Pradesh,Gorakhpur,Acute Encephalitis Syndromes (JE),13,2,Nov ’09,,Under surveillance,"Cases reported from Gorakhpur. JE from virology department, BRD Medical college, Gorakhpur. Hospitalization, treatment, management given from BRD Medical college, Gorakhpur and District Hospital Gorakhpur. Vaccination against JE will soon start.",50
